review,sentiment
"An amazing piece of film that was well-conceived and kept me on the edge of my seat. Brilliantly orchestrated in its timing, and the comedy kicked in exactly when the tension needed a release. The acting was generally well-done (the ""Director"" should've asked Alec Guinness for acting lessons), and the shot selections were impressive (as in elongating the hall as Billy tries to race to the door in the studio). This movie didn't let up since the opening scene...",1
"This may be the most tension-filled movie I have ever seen.<br /><br />In fact, it's so nerve-wracking, I haven't been able to watch it again after viewing it two years ago, but I will since I have the DVD. There were a couple of scenes in here that are almost too much to watch....so if you've got problems and need to ""escape"" for an hour-and-half this film will get your mind off anything else. <br /><br />The Russian actress Marina Zudina did a super job in facial expressions alone, which she had to do since her character in here is a mute. She plays a cute and wholesome makeup artist for a sleazy filmmaker. After the day's shooting is done and ""Billie"" is about to leave, she hears something. She takes a peek into the room where they were filming and discovers they are now shooting a ""snuff film"" and actually killing someone. Billie's eavesdropping is discovered and she runs for her life as the killers go searching for her in this big warehouse-type building.<br /><br />There are two extended scenes in which our heroine is running for her life and both of them will wear you out. The first I described above. The second scene, the climactic one, goes on too long and isn't as well done as the first. In fact, the film should have been trimmed a bit but, overall, since it's so good at keeping our attention, then it served its purpose as entertainment.",1
"I just finished this movie and my only comment is ""OH! WOW!"". Jennifer Beals is ok as the fiancee, but Yancy Butler as the female dance instructor is pure sexual dynamite! Having watched her in WITCHBLADE, I was not prepared for the pure unadulterated sensuality and raw sexual excitement she launches onto the screen.<br /><br />I gotta see THIS movie again....if only for Yancy Butler as Corrinne!",1
"I felt that this movie had a lot of heart and must have been a labor of love for Eleanor Bergstein. The primary actors (Campbell Scott, Jennifer Beals, Yancy Butler, James Goodwin III, Patrick Stewart, and Leslie Caron) were very well selected and played their parts with excellence. It was a very uplifting movie that I wish was available on tape or DVD. A rare gem.",1
"Love this little film, that reminds me somewhat of the original Japanese gem, SHALL WE DANCE? (not the overblown Gere/Jlo remake...) Luckily I found it and taped it when it was showing on a STARZ Promo Weekend, because as far as I know, it's not available on DVD. I'll watch just about anything with Yancy Butler (anyone remember the short-lived TV series MANN AND MACHINE ???) in it, and she positively shines in this. She does a dance routine to a disco song that is verrrryyyyyy HOT!! Loved all the other characters in it, especially the ones played by Patrick Stewart and Leslie Caron (where's she been all these years?). This is one of those films that I take out from time to time and always come away smiling after watching it. Recommended highly!!!",1
"Meant to be some sort of a social commentary about the way that our lives were spinning out of control in the 1970's, this movie plays more like something Mr. Schlesinger threw together after having a bad day on the freeway. A mish mash of snippets about the nuts encountered along the freeway in Florida, and along the freeway of life, the cast is mostly wasted and probably ended up on the cutting room floor. The problem is that what DIDN'T end up on the cutting room floor probably should have! Now available on DVD, it's kinda fun to see a comedy that would have cost $100 million to produce had it been made in 2004. It rolls along and isn't too difficult to sit through, and, strangely enough, in 2004 we're all still pretty much just<br /><br />hopping in our cars and going faster and faster, heading nowhere.",1
"I found this movie on Netflix and had to add it to my queue. I wasn't disappointed when I got it as it's just as funny now as when I saw it at a local drive-in theater back then.<br /><br />It builds to a climax nicely with you getting glimpses of the various characters as they begin their trip across America on the ""Honky Tonk Freeway, America on wheels."" This was a strange comedic role for William DeVane as I remember him as Kennedy in the 1974 TV film ""The Missiles of October"" and felt no one could have pulled that dramatic character off as well as he did.<br /><br />It reminds me a bit of Dick Van Dyke in ""Cold Turkey' where Van Dyke played the local minister. DeVane's role as mayor, minister, and activist was typical for small towns so it makes his character seem amusing and real.<br /><br />Howard Hessman and Teri Garr as the spoiled family in the RV was on target for the time as well. Anyone who has traveled across country with small children, (Are we there yet?) will appreciate those scenes.<br /><br />The scenes of a small town struggling to survive reminded me a lot of the small town I grew up in but they handled it with the charm and humor that you often only saw in small towns. It's sad that many small towns disappeared because of the freeway system and it gives a realistic if humorous view of what they had to do to survive. (Used zoo animals anyone?)<br /><br />All in all, it's a lightweight comedy with no particular message but a humorous glance at America during the early 80's. Well worth watching if you just need a bit of good cheer.",1
"Back in August, '81 there was a country-ish buzz to movies, big hits like ""Urban Cowboy"", ""Every Which Way But Loose"", ""Smokey and the Bandit"" were all the rage. For that reason I suspect the producers of this movie chose ""Honky Tonk Freeway"" as the title hoping it would help the movie's box office receipts by drawing in that same ""Urban Cowboy"" crowd. Instead ""Honky Tonk Freeway"" bombed at the theaters and I suspect it do so in part by being burdened with a poorly chosen title. Thats same problem burdens it now on video and thats too bad because its a pretty good movie and in a comedy style ahead of it's time. No matter what, probably anybody who can remember 1981 will enjoy it.<br /><br />Its too bad this movie bombed. But I think it would have anyway even if it hadn't been saddled with a poor title. Its a movie ahead of its time. One could look at this movie now and see that its clearly a father or *great-uncle anyway) to the kinds of comedy made today. For its day ""Honky Tonk Freeway"" was pretty full of innuendo and a kind of frankness about life that didn't get popular in comedy till much later on. While clearly its a child of ""Airplane"", its more mature, and while its certainly no ""Knocked Up"" it clearly points in that direction. The characters are more ""comedy-mature"" in that they are low-key and don't ever think anything they do is anything other than serious. The jokes are in the choices of what to emphasize and the camera views and the way the view themselves and their situations.<br /><br />But, more than that, ""Honky Tonk Freeway"" is a real time capsule. A great look back at the exceedingly early 80's. The people in this movie are dressed and act as everyday people of 1981 did. It was clearly meant to reflect the times and be a sly comedic comment on everyday life around them.<br /><br />I don't know if my review is helping you, but this is really a good, sometimes kind of excellent, movie thats worth renting if you want to see how a lot of faces that are familiar today looked when they were 30 years younger. Beverly D'Angelo is so young its hard to realize its her sometimes. So are Beau Bridges and Terri Garr. Terry Garr was just about to become the toast of Hollywood as her next movie after this one was ""Tootsie"" which finally made her a star. Howard Hessmann was arguably the biggest ""current"" star of the the day when this movie was made. Back in 1981 Howard Hessmann was the star of the big hit TV show ""WKRP in Cinncinatti"". He played its lead character, the rascally night DJ. Daniel Stern was just about to break out as a star as the grown-up narrator voice of the lead child character in the popular 80's sitcom ""The Wonder Years"" There are also several faces that are no longer with us these days, its nice to see Hume Crowyn and Jessica Tandy as a an old married couple on a journey. Jessica Tandy would finally pick up her Oscar ten years after this for ""Driving Miss Daisy"". There is also the great Geraldine Page in one of her final movie appearances. Though she'd had a brilliant career she didn't get her Oscar till four years after this in 1985's ""Trip to Bountiful"", for which she richly deserved it, and she died very soon after getting that award.<br /><br />Plus, there are lots of other faces in this movie, actors who aren't big stars but who have done tons of supporting work. Many are familiar even if you can't think of their name.<br /><br />This movie is a pleasant little diversion. A bunch of people with a variety of problems set out from various locations each for their own individual unrelated reasons who all, in a vaguely Altman-esk way, end up heading towards Florida and unbeknownst to them a rendevoux in the little town of Ticlaw, Florida, which happens to be reeling from the effects of being bypassed by the recently constructed interstate nearby which did not construct an exit to Ticlaw which effectively takes the town off the map.<br /><br />And thats also what this movie is about, fascination with the whole idea of the interstate system, which had only recently been ""completed"". It had taken a generation to build, from when it was authorized by congress around 1960, through many years as different parts were built and then ""went live"" and by 1980 most of the system had finally been built and all connected together and first the first time the promise of what the interstate system would be had turned into what is. And people were enchanted by it. Everybody by 1980 was pretty much an ""interstate freeway veteran"" in the sense that by then everybody had used parts of it and knew how it worked and how it was different from other roads in that it had no red lights or stop signs, only on and off ramps, and that it went to places that were formerly less accessible. By 1980 anyone could drive anywhere in comfort and without having to stop for anything except to eat and sleep and a bathroom. And this was all new then. <br /><br />The ending is anti-climatic and isn't that satisfying albeit its one spectacular moment. What makes it great is it's the journey not the destination that makes Honky Tonk Freeway timeless in spite of it being such a product of its day. Forget its title; instead let it take you down memory lane.",1
"Darling Lili is a mixture of Perfection and Magic! The Stars; Julie Andrews & Rock Hudson could not have done a better attempt if they tried. It's full of all the magic that a young lady wishes for and it makes it seem as if it can all really happen to you. The brilliance of the Director; Blake Edwards is shown to be at his best. He was truly capturing the woman he loved on screen!<br /><br />The blend of each song, went perfectly with the moment in the film. The Film opened with Julie Andrews singing Whistling Away In The Dark and closed with the same Song by Andrews.<br /><br />For A Film Of This Excellence To Have Been Such A Failure When It Was Released, Is A Total Shock...<br /><br />As It Is: ""Inspirational...Purely....Inspirational!"" ~One Of Andrews Most Memorable Lines In This Film!",1
"A wonderful film ahead of its time,<br /><br />I think so, In the eighty's it was all about winning, Greed is Good ? Remember that one ? I have seen this film more that 20 times, To me this is a real desert island film, I keep watching because there is always something more to learn about these flawed characters that I just love, Jessica Tandy, and Hume Cronin, are simply wonderful,Also Beverly D'angelo, Beau Bridges come in at a close second, don't get me wrong there are many more great performance's in this film, and it is also the way it is written that made it for me, and I hope you, a film that you will want to see over and over, I think TV shows like ""Northen Exposure"", and now ""Earl"" owe a lot to this film. but remember it is not a Tom Cruise film.",1
"I remember watching this movie over and over again when I was a kid. I loved it. Whilst I haven't watched it recently, I am sure I would enjoy it just the same today. Its a very light funny movie guaranteed to make anyone laugh. The situations with each one of the characters were so funny and imaginative! I particularly liked the one with the girl traveling with her mother's ashes (who ends up picking them up on the highway after the explosion) , the robbers and the nuns. This nice humour style is much missed these days. Also, this movie proved that actor Paul Keenan (Dynasty/Days of our Lives) was off to a great start. I recommend it to anyone lucky enough to find it in their local video shop.",1
"A notorious big budget flop when released. This Robert Altman inspired comedy has some terrific moments and an occasionally inspired cast. Although it goes on to long an loses its focus completely, there are enough funny moments that will keep a curious viewer watching until the end. If you are a fan of character actors and actresses, this will be a treat for you; you will recognize so many terrific little known performers throughout this movie (you may not know their names, but you know their faces), heck even the kid from A Christmas Story turns up in a small part. Rent if from Netflix, if you read this, I bet you will enjoy it.",1
"In the early '80s, I recorded Honky Tonk Freeway from the cable. Since then I have waited, hoping it would be on DVD. Yesterday I found it. It is one of the best humorous character studies I ever saw. The Old Fashioned episode is priceless. At this time (4/28/02) only two have reviewed it. One hated it, the other loved it. If you have a DVD player, either rent it, or buy it as I did.",1
"VERY memorable comedy. It's fun to watch the many situations develop and finally converge after a long journey on that greatest collection of eclectic humanity (and the world's largest honky-tonk) - the great American Freeway. Like ""...mad, mad world"" it's got loads of contemporary talent, old-boy politics, good comedic action and dialog. Unlike that one it is the target that seeks, not the unwitting seekers - they have no idea what they really want as they drift along America's great road. Nor does it carry the weight of having a great fall guy who is saved only in the end by a great belly-laugh. But the ending stunt sequence is nothing short of spectacular with excellent film editing, humor and timing, and the big city bank scene is hilarious with very original acting by one very talented character in particular. The total aplomb of the city dwellers in the face of chaos leaves one feeling like the proverbial fly on the ceiling. The slapstick is funny, but Honky Tonk Freeway deserves to be heard and seen closely because it is surprisingly loaded with nuance and character reactions that are easily missed. All in all a very funny reflection of who we were and are, good or bad, and the goofy situations we find ourselves in. It was just meant to be FUNNY and it is!",1
"This movie bombed at the box office and in the voting here but I loved it. One measure of a movie's worth is how much of it you can still remember after 25 years. I won't bore you with a list but there are dozens of deeply comic scenes, also a good story and great casting. The inept robbers are a hoot. See it and judge if it ever gets on TCM.",1
"This is an interesting, hard to find movie from the early 70's starring Jan Michael Vincent as a young man who doesn't make the cut as a marine. Dressed in 'baby blue' outfits to humiliate them as they are sent home, the failed recruits are sent packing. Vincent stops at a bar and runs into a very young Richard Gere who has just returned from a tour in the Pacific as a hard-core Marine 'Raider'. Gere's character is already jaded and contemplating desertion, and he takes advantage of Vincent's innocence, stealing his 'baby blue' uniform after getting him drunk and beating him in an alleyway. Vincent's character, whose name is Marion, takes Gere's outfit and is suddenly transformed into a Marine 'Raider'. Marion hitch-hikes his way into Wyoming and stops at a little Norman Rockwell-like little town. In the local café he meets Rose Hudkins, who immediately catches his eye. Staying with Hudkins parents, Marion attracts all sorts of attention from the towns folks. Mr Hudkins suspects Marion and wonders how a Marine 'Raider' could still be so innocent. The story also brings up the Japanese Internment Camps, as the towns folks go 'hunting' 3 escapees. Marion is shot accidentally during this hunt. But there's still a happy ending, which befuddled me a bit. I would have preferred a little more drama! Anyway, this captures JMV at the peak of his 70's performances. BUSTER AND BILLIE, BABY BLUE MARINE and WHITE LINE FEVER in the mid-70's were amazingly good JMV performances. He was both an action star and a heart-throb all at the same time!!! He made a lot of quality movies during his career, and continued to do so up into the mid 80's with the great TV show Airwolf. He does a very good job in this as 'Hedge', quietly observing the way people treat him (in his uniform) as he travels across the country. He must have performed some of the stunt work as well- there is a harrowing river scene at the end of the movie-and it looks like he's the guy getting tossed down the river to me! But really, at the height of his popularity, this movie could have done so much more with JMV's talent and his looks. Innocence can only be so interesting. Evil, as explored in ""Buster and Billie"", is much more dramatic! Anyway, Glynnis O'Connor is delightful as Rose. The whole look of the movie is like a Norman Rockwell painting. The outdoor scenes are gorgeous - must have been filmed in Canada.",1
"I first saw this film in 1980 and it touched a cord which reminded me of a more innocent time. The opening narrative, music and paintings by Norman Rockwell set the tone for me. You either love the movie or hate it. Jan Michael Vincent was at his all time best and portrayed Cpl Marion Hedgepeth in a most innocent and touching way. This movie is at the top of my all time favorites, a shame it isn't available on DVD or VHS anymore. The ending was also wonderful. John Hancock did a marvelous job of capturing the essence of the time.",1
"**SPOILERS** Beautifully photographed slice of life home-front WWII love story with Norman Rockwell paintings in the beginning and end of the movie about how a ""war hero"" is not just someone who kills for his country but is also someone who thinks for himself and isn't corrupted by the war propaganda that's constantly drummed into his head. Washing out of the Marine Corps Marion ""Hedg"" Hedgepeth, Jan Michael-Vincent,is kicked out of boot-camp, after five weeks, and forced to put on a Baby Blue Marine uniform that shows that he just didn't have it to make the Corps. Humilitated and scorned wherever he went as he's going home to St. Louis and terrified what his family, whom his dad was in the Marine Corps in WWI, would think of him in that he couldn't ""Cut the Mustard"" as a US Marine. <br /><br />Hedg stopping in a bar and finds sitting next to him is a Marine member of the fearless and deadly Marine Raiders Richard Gere whom a admiring Hedge buys a beer. Making conversation with Richard Hedge is shocked to find out that not only is he being sent back to the Pacific Theater after all the battles he fought in, and combat medals he got, but the totally gray hair and mid-thirty looking Richard is going to be 21 next month! That's what being in the Marine Corps and WWII did to him! Buying Hedge a number of drinks Richard takes the drunk Baby Blue outside and knocks him out taking his Baby Blues and leaves his impressive US Marine uniform with some money in it for Hedge to ware. <br /><br />As soon as Hedge puts on Richard's uniform, that fits him perfectly, he's confronted by this big drunken US paratrooper who calls himself Cement-Head wanting to have a fist fight with the Marine Raider. Hedge doing everything he can to avoid trouble is forced by Cement-Head to belt him, after he himself cracked two beer bottle over his cement-head, to get himself warmed up for the big bout between Marine,Hedge, and Paratrooper, Cement-Head. Hedge incredibly floors the big cement headed buffoon knocking him out cold with one punch! ""I guess the trick is not hitting him in on top of his head"" a stunned Hedge tell his, Cement-Heads, fellow G.I's.<br /><br />Hitch-hiking to this small town of Bidwell Hedge notices this US Military internment camp for Japanese-Americans who are there because their considered a threat to US security. It's later in the movie that Hedge shows everyone what a real hero he is, not who the people in the town think he is, by risking his life to save one of the hated ""Japs"" who mindlessly together with two of his friends escaped from the interment camp, where the hell did they think they were going anyway? Hedge risked his life by saving the scared to death Japanese-American from drowning in the dangerous rapids outside the town. Hedge in his actions taught the people of Bidwell that not all ""Japs"", even those who are American citizens, are bad and treacherous banzai screaming suicidal kamikazes like they were thought by the newspapers magazines and movies at the time to think that they were.<br /><br />Hedge strikes up a conversation with the very cute and pretty waitress at the local diner Rose Hudkins, Glynnis O'Connor,who's just crazy about him that even Hedge at first thinks that it's his uniform not him that impressed her. Later when Hedge admits to Rose that he's not what she and her parents think,A US Marine Raider,that he is Rose had by then gotten to know the sweet and caring washed-out marine so well that it didn't matter to her at all what he was supposed to be, a Marine a Paratrooper or a Post Office worker, it was what was inside his heart that really counted.<br /><br />The film has a number of touching and beautiful scenes in it between Hedge and Rose that shows how movies used to be made years ago without all the sex and profanity that we see and hear in movies today that involved two people in love with each other.<br /><br />The way the film accurately, not phony baloney, shows the true feelings of average Americans, back then in 1943, about the war in general and Japanese in particular couldn't have been done in more authentic and accurate as well as good taste. ""Baby Blur Marine"" does it's best not to be too politically correct in not showing the hero's or leading actors and actresses in the film having the same feelings and ideas back then during WWII as most people have now, which would have come across as phony as a three dollar bill, to those people watching the film who lived during those historic and momentous times when the film was to take place.",1
"I was actually around 13 years old camping near the McCloud River, near Shasta when this movie was being filmed. My family was paid to leave our campsite for the afternoon, when they filmed Vincent floating down the river. A little trivia...the scene where they pulled him out, was actually where he started his float down the river. And if the stunt man missed the netting, there was 20 foot waterfall about 1/4 mile down farther.<br /><br />Anyway...I watched it at the time, and didn't get it. It wasn't until years later when I saw the movie and actually understood the meaning of it. It's pretty powerful movie and certainly a fine job by Jan at such a young age. His movie career never really took off as expected, but of course he later found success on TV. I wish this movie was available, cause I would love to see it again.",1
"I am an avid Julie Andrews fan and I just watched this for the first time on DVD -- the Director's Cut version. I was very surprised that it was rated G. How did they get bedroom scenes, a seduction story line, two strip tease acts, and war/shooting/blood into a G rating? Weird. I would rate it PG-13.<br /><br />Other than that I thoroughly enjoyed the movie. It was a beautiful showcase of Andrew's voice and talent. The acting was great. The storyline was a little weak, leaving gaps that could have been filled with some good dialogue. There were too many ""no talking, just walking"" scenes for me... I would have liked to see the the relationship between Julie and Rock blossom, so that the intense love would be more believable.",1
"Just saw Baby Blue Marine again after 30 years. I still find it a pleasant and romantic film which catches a time which has been lost forever. The innocence and purity of a time now long gone, is truthfully captured in this small film. The acting is above average and Richard Gere's brief appearance as a shell-shocked Raider Marine war hero, holds a keen interest for any film buff or Gere fan. Jan-Micheal Vincent is in his prime and looks and acts like the ""All-American"" boy. The late Bruno Kirby (who was billed as B.Kirby, Jr.) has a meaty role as ""Pop"", a peace-loving, Marine Corp reject, dreaming of getting back home to his wife. If you're looking for sex, drugs, or rock and roll, this movie is not for you. If you're looking for action and adventure, the same applies. However, if you want to recapture a time in America of innocence, honor, romance, and love, then Baby Blue Marine is a movie for you.",1
"Cheezy? Yep. Poorly filmed? You betcha. Zero budget? They proudly claim it on their posters. Brilliant anyway (or because of it)? For sure.<br /><br />This movie celebrates (and makes fun of) everything that was classic about the 80s teen horror genre: Characters with absolutely no depth, fitting into a stereotyped roll they never escape for a moment; teenagers trying to survive a slaying by some mysterious force they disturbed by doing something lamely adolescent; completely gratuitous nudity; impossible amounts of blood coming out of victims; slow moving zombies; great one-liners... and our hero even wears a Michael Jackson jacket! <br /><br />This is not an all-out spoof like Scary Movie, but more a tribute film to the lost innocence of the 80s horror movies... when being scared and grossed out could also be a fun, silly, sexy, and goofy good time!",1
"OK, so the following review is more of a synopsis more so than really containing any spoilers, but better safe than sorry so as to avoid being blacklisted, right? Right! Consider yourselves officially warned, and read on...<br /><br />In this parody/tribute to the greatest time in horror movie history - the 1980's - a group of stupid teens are getting together to host a seance in the house of the notorious Murder McGee, who butchered his entire family a few years back and buried them in the back yard. As I'm sure you can guess, things go from bad to worse faster than you can say ""Where's the beef??"" and in typical 80's horror movie fashion the deaths are bloody, the dialogue is cheesy, and beautiful women are taking off their clothes every chance they get. Good times...<br /><br />No clique or 80's horror movie clichéd characterizations are left unrepresented here. In fact, no stone was left unturned at all  we have the cool hero, his innocent girlfriend, the Goth chick, the tough thug (think John Bender), the hot blonde who keeps losing her shirt, the shy dork in love with the hot blonde that keeps losing her shirt, a couple of gorgeous half-naked lesbians, and two big geeks.<br /><br />As you can plainly see, the cast is pretty big. Usually, larger casts are where things can fall apart quickly, with one or two sour apples buggering up the whole barrel. Not in this case though. Not a single cast member left me disappointed. The acting was very well done. Everyone from the cool hero in his Thriller jacket played by Jovan Meredith to the grooovy Goth chick played by Renee Dorian to Geeks One & Two played by Cory Assink & Jonathan Brett  they all played it straight, brought their A-game, and knocked it out of the park. If you're a fan of Gary & Wyatt in Weird Science, you'll immediately fall in love with the geeks.<br /><br />Director/co-writer Jeff C. Smith is a guy to watch for in the future, trust me on this. If this is what he can do with a low budget, there are nothing but good things ahead for him when he gets more money for future projects. The characters were dead on; the atmosphere was perfect; the laughs were huge; the blood flowed, and squirted, and sprayed beautifully  it was just like watching a horror movie from the 1980's. Call this one ""THE BREAKFAST CLUB meets NIGHT OF THE DEMONS""!!! The tag line says it all, and says it honestly - ""EXCESSIVE VIOLENCE; GRATUITOUS NUDITY; ZERO BUDGET"" - no false advertising here, folks! As fans of this genre, we have to look to the indies and support these hard-working folks who are busting their humps out there bringing us original tales, lest we forever get stuck in a world filled with big studio watered-down PG-13 'horror' or pointless remakes like The Hitcher. No, thank you - no more of that for me.<br /><br />In closing, I honestly have to say that STUPID TEENAGERS MUST DIE! is by far one of the best indie flicks I've gotten the pleasure of watching this year. It's a bloody good time, and holds up on repeat viewings. From the dialogue to the characters to the wardrobe...even the closing love theme over the end credits (which if that doesn't bring back fits of laughter recalling mid-80's power ballads by REO Speedwagon - over-pronounced R's on every word starting with the letter 'R' - then I'll eat my DVD right now)...bottom line is, if you're a fan of 80's horror or horror in general, no more hesitation - this flick deserves to be in your collection!!",1
"Loved this movie! Kicking it old school! Love the idea. Love the script. Love the characters. I really really really loved the Geeks! I was excited to see the silly slapstick horror flicks still being honored. This was right up with my favs such as Saturday the 14th and Pandemonium. If you are a big fan of scary AND silly then this is your movie! Only taken off one star because I would love to have had better sound. Not bad sound but would have liked to have more. Great blood splatters. Great murder weapons. Great costumes! I really love the nod to the great 80's teenager stereotype ala breakfast club. And I can appreciate the non-CGI suspense. Really good camera action and light suspense instead of cutting to CGI. I would rather have good fake that really fake fake.<br /><br />Kisses to the cast and makers! oh, loved the ""making-of"" too!",1
"STMD! is one of the most fun and enjoyable low-budget films I've seen in quite some time. Director Jeff Smith (who also served as co-writer, cinematographer and editor) definitely shows his love of under-appreciated 80's horror films with this movie! Anyone who loves the cheesiness, preposterous situations, wacky and stereotypical characters of 80's horror movies will definitely love this very tongue-in-cheek homage to the past.<br /><br />STMD! definitely lives up to the qualities described in the poster and then some. It has all the ""excessive violence"" and ""gratuitous nudity"" that is reminiscent of those entertaining 80's horror movies we all love. I had a blast watching STMD! From the 80's outfits that the stereotypical characters wear to the blood splatter to the goofy tone I just couldn't get enough!",1
"It's the 1980's and the teenagers are ready to party it up in a scary old house that is rumored to be haunted by the ghost of Murder McGee. After mistakenly conjuring the dead through an unfinished conversation on an Ouija board, the kids are forced to fight to the death battling a vengeful ghost who possesses and kills all of their friends one by one. Sound familiar? It's supposed to. It's clearly marketed to pay homage to the classic 80's slashers with the tagline: ""Excessive violence. Gratuitous nudity. Zero budget."" <br /><br />Can't get enough; It's pure entertainment! I enjoyed the humor and the way it poked fun at all the horror cliché's, but at the same time embraced what was fun about movies from this time. There is something you get with this movie you never got with the old 80's slasher films though: good acting. The entire cast was very talented and you don't see that very much in any low budget flicks, recent or otherwise. There was a lot of chemistry between the characters. I was very entertained throughout the entire film, and I am fully convinced the writer/director and cast will go a long way in their separate careers. The script was very well written, and the dialogue flowed naturally.<br /><br />The effects were a bit amateur and the scenes were not lit well, but the fact that this movie admits on its cover there was practically NO BUDGET, I already know this going in. This film makes it simple to politely ignore its faults and just sit back and enjoy. Although this is not an Oscar award winning opus, it never claims to be, and props to that. It's a lot of fun. If you like slashers, you'll really appreciate this film. If you like blood and boobies, you'll appreciate it also.",1
"This BRASS EYE special PAEDO-GEDDON was swamped by complaints ( More on that later ) when it was broadcast in 2001 following a national debate around a possible "" Sarah`s law "" following the abduction and murder of school girl Sarah Payne . In fact it`s scheduling was delayed while Phil Collins took legal advice after he found out he`d been fooled by the show`s maker Chris Morris into a starting a campaign entitled Nonce-sense<br /><br />If truth be told this show is probably more remembered for the controversy than the content which is in very poor taste but I do confess that I laughed out loud . The edition centres around paedophiles and how society treats both them and their victims . Chris Morris plays the presenter who tells the audience that an infamous paedophile has been launched into space then confesses that an eight year old child has accidentally been placed into the capsule along with the paedophile . Cue the child`s frightened screams . Like I said very poor taste <br /><br />Other highlights of the show include Dr Fox giving a scientific lecture that paedophiles share an identical nervous system to crabs ( "" No one knows this but it`s a scientific fact "" ) Labour MP Barbara Follet giving a public warning about equipment paedophiles put on their genitals while surfing the net and Kate Thornton warning viewers that paedophiles can send gas through the internet which makes young children suseptable to sexual predators including one victim "" Who was once a shy innocent child and who now has the sexuality of a sixty year old Colonel "" . Morris also shows a police officer in the child protection squad a serious of photos wanting to know if they`re classed as obscene . The photos included Barbie surrounded by a marital aids and a composite photo featuring a young boys head , a dog`s body and an erect penis that could only have belonged to John Holmes . Hey I never said this show was tasteful did I ? <br /><br />It`s impossible to mention PAEDO-GEDDON without the hypocritical fall out that surrounded it where politicians , childrens organizations and policemen rushed to condemn the show for making fun of a very serious subject . The show was poor taste despite me laughing all the way through it but it`s a biting satire . Perhaps the critics should take a long hard look in the mirror where a liberal elite allows convicted paedophile slime to walk around the streets of Britain before they criticise a mere TV show for exacerbating tensions .",1
"Who ever put that review as 'of bad taste' is not all quite there... its so funny, genius and fantastic you could watch it until your eyes are square! not to mention the rest of the work he has done on the rest of the series...all is as good as Morris' standards. if you think that it is 'awful', 'distasteful' or 'sick' then i can only think of one thing to say to you: ""go to hell."" thanks. it had to be said! i think that the way that so many people complaining was a complete joke...i would like to make a shout out to all the people that actually did that: ""haven't you got anything better to do with your time? what are you trying to prove?"" thanks for reading my heart-filled review on the matter...cheers",1
"Chris Morris' Brass Eye TV series had always generated a large number of complaints, both from the audience and from the people taking part. But, nothing he has done has managed to stir up more controversy than this. The 2001 Brass Eye Special. Before the hugely overrated Jerry Springer Opera arrived, the Brass Eye Special held the record for the most complaints received about any TV program ever aired.<br /><br />The sheer volume of complaints that the general public made towards the Brass Eye Special was unbelievable! Many complaints were voiced by people who never even watched the program! The subject that the program handled turned many heads, but the message was widely misinterpreted. The message was even lost on some who enjoyed the program. This was not a show that mocked the subject of paedophilia. The show was purely about the media and it's presentation of the subject. Morris, is and always will be, a media satirist. The notion that the program 'makes fun' of paedophiles and children who have been abused is completely laughable! Morris never attempts to do either such thing. He merely draws our attention to the overwhelming, and very often stupid media hype surrounding the subject.<br /><br />Using many of his established 'Brass Eye' characters, such as, Ted Maul and others, Morris shows just how much the media over blow every little thing about a subject that they themselves created and built up, and the result is as funny, if not funnier, than anything Morris has done previously. Using his tried and tested formula, Morris manages to trick several gullible celebrities into believing that they are working on a serious documentary. In actuality, they are made to look like exactly what they are. Retards.<br /><br />All in all, the Brass Eye Special needs to be seen to be believed. And, with one opening line, Morris manages to sum up the entire media situation as it stood in 2001: ""Welcome to Paedo-Gedden!""",1
"the fact that there was so much fuss is ironic, as the whole point of the programme was to highlight the way the media treat such 'taboo' subjects, such as paedophilia. the newsdesk set, the suits, the smug presenters, the men-at-the-scene shouting about things you can see behind them, the pointless cgi graphs and stats, the whole thing was a satire, a very very funny satire. the way c-list celebrity's will say absolutely anything if their agent tells them it'll be good for their career (""there is no evidence for it, but it is scientific fact""). It may be hard to watch (with milly dowler and the cambridgeshire girls, as well as 9/11), but satire is supposed to be challenging, and we shouldn't be afraid to stand up against the blatant scaremongering and headline grabbing media, just because it's a delicate matter. How this show failed to win any TV awards for it's intelligence, observation, courage, acting and thought provocation is shameful, but, as watching it will show you, not in the least bit surprising.",1
"I first viewed this movie when it first came out and also bought an LP recording of the soundtrack. I liked it so well, I went back to see it several times..cannot understand why it was considered a flop. Julie Andrews was lovely in this film, her voice was in top form and the costuming was beautiful!<br /><br />The film contains a little bit of everything and even though some of the scenes were a bit heavy-handed, they were still fun. <br /><br />I recently found I could get a copy in DVD form and ordered it......I was disappointed that a couple of songs and sequences in the movie were not included in the version of the DVD I ordered.",1
